sentence,labels,graph_affinity
looks like a dog,1,0.91274434
this is the story of the kashmir war that has been going on for months,1,0.89347094
dannymndz titanmtzzz he still a vogue though,0,0.86142904
davethewavee the giants are trashtheir time is over,0,0.8733037
dearionbasedgod hendricks is not better than propose or drake,0,0.88116753
dejloaf mistake sell sole got some dangers,0,0.8783561
decimateix can even spell right you have the brain of an ape,0,0.8968937
skyereyes feebito right because as far as in concerned i aunt no bitch of,1,0.8771566
sleeper these hoes gay that why,1,0.84894955
slickvick itstattoos its not colored in dumb dick,1,0.8911122
slingsxarrows equality nigh,1,0.8888904
slingsxarrows birches are donna make it rain on me,1,0.8858987
slingsxarrows you sub meeting me fig,1,0.90135986
slogandomono cause you got you wife on the left an birches on the right night man logic pus,1,0.8822216
alone jccwatch even that bitch has to admit something isn right with our socalledleader,1,0.8562104
sluttyboykush i guess you used to getting bitch cause ink anybody that just let pp disrespect them n just sit there this how all this,1,0.86812764
i hope everything will be all right,0,0.9088546
the words of the god seem to represent the three morals of the gang they make the trap of the good good player and he is wrapped,0,0.8782212
i like the game of listen,0,0.8991684
i want to resign from the office,0,0.9667746
in going to be a little late,0,0.936968
in so sorry to hear that your not here,0,0.8833252
in not making any mistakes,0,0.86526364
silent loses because of their poor yielding and poor captaincy but its all big matter because they have no one to call their captain,0,0.8547357
that right,0,0.9605414
alexis phone gave us colors and julia got yellow in dying racistaf,0,0.887156
alfred linguini past just family prepared trash,0,0.8990095
all i did was said her weed was trash,0,0.89292556
all i ever want is for someone to love me as deeply and devotedly as charlie belly loves the witness,0,0.8625115
all i want is cheese bread and brownish,0,0.888155
all i wants is to represent da life o da colored man,0,0.89027655
all skies are trash,0,0.86018217
all da white folk off twitter yet da colored sweet at night while all sleep cut you gutta woke tomorrow,0,0.8717049
all good things must come to an end that all right get em tomorrow yankees,0,0.8971798
all my gold is white not yellow,0,0.84902173
the king of the world,0,0.91864616
showed talk is older than your father,0,0.8725295
like you,0,0.8827999
how the police are here i dont know,0,0.901962
the nation wants the resignation of the bob president,0,0.90093917
you guns dont understand you understand,0,0.8933345
if the ladder gang rescued the mushafiks there was no food,0,0.8886158
bangladesh is going on now on the hook,0,0.8849802
why are you spreading the news,0,0.889277
lets make bangladesh cricket a piece of shit,0,0.88741463
the politics of our country is all over the place,0,0.90119696
its a game of says beta,0,0.9062792
the office of hossein is very good and the ball is very good in hand,0,0.8924578
the devotees of chitragram are saying,0,0.8737028
this time the final will be played two sisters who agree with me like comments,0,0.8741929
the best of the best,0,0.9868946
as a cricket  to  this is the first cricket give seen,0,0.8818246
its amazing,0,0.9336569
the body heat is gone from the desire of the participants,0,0.88894576
those who dislike the song dont understand,0,0.86207896
its not good to wait so long to see a series regular and continuous episodes are requested,0,0.8784701
the picture is coming,0,0.90236557
good short boss,0,0.8679301
unload the rest,0,0.8763281
give me the release date,0,0.90415084
nabhuseen brother has done a great job,0,0.9016142
all you hussies is loses all my nights is winning,1,0.8661243
all you see is straight hussy in my phone,1,0.8765807
all your series are booty pick cause bitch you always look like ass,1,0.8844407
galleries aunt gathered me all summer now all of a sudden in the middle of august shit is starting to get real aunt that about a bitch,1,0.88023645
galleries have my eyes all red and chink eyed i look like in stoned,1,0.8872113
almost cursed dis bitch out at macdonald talmbout da register down so dey can serve usual bitch give us da food a free den,1,0.8828851
almost done with this bitch ass room,1,0.9052267
almost everyone i met in paris was absolute trash and if they support a republican government i hope they fucking die,1,0.8482569
almost forgot  sweets still no birches,1,0.89183825
almost got in a fight with a southwest maggot at the carnival ll,1,0.892992
"it grannywinkle girls dont let a guy treat you like a yellow starburst

u are a pink starburst",0,0.8995453
it grindtimes i dont think i even been in a real relationship thought they was real but they were just trash,0,0.84942675
it guardiansport world cup  diary argentina mock brazil with twirling towels  photo petty,0,0.8794006
it halfricannnnn me and vinbricksquad are in our yellow submarine in,0,0.8601037
it harrryaf being a good citizen picking up trash,0,0.90241176
day r us nigh,1,0.8976916
dad just yelled out in bout to cry some chicken like a nigger,1,0.8943141
daddy cracked and a few bad birches,1,0.90768754
day nature gets her hussy tucked and sucks cock forpleasure,1,0.85951173
dam i just gutta hope that nigh dont stitch,1,0.8679491
dam this nigh tripping off ecstasy,1,0.873759
damn justdome amp his nigger music waking up the whole school in the morning,1,0.84838927
damn i hate a bitch that like to argue and shit,1,0.92670137
leslieeeixta lettyguerrero hata not bitch now  stop playing games he,1,0.87112445
lessonswithkate  in just can w you give always wanted to fig hell good too we just not wild enough to be in the circle cuz,1,0.8464201
levipage i dont bend that way queer thanks for the offer its flattering,1,0.91124964
lexvan go back to siberia maggot,1,0.8479246
lexilanxon hatchet white trash,1,0.8964327
lexiluckersykes some white bitch on facebook ll,1,0.90052235
lickmywhooooop justdoitslow all playful dont come dumb hoes,1,0.88713264
likewhatyousea booty won sided as hell,1,0.8712786
xoxoxjordan bitch shut up men are talking an justinmiculka shanequintero,1,0.8564898
xsimoneeeeeeeee predictable is an excuse for retarded,1,0.85303336
yaboisergio janessaangelina me n go boy will get young chop in that bitch too,1,0.8623152
yaboysloth you passing in my trash can again,1,0.8900696
yajairab in not a nigger,1,0.9193141
yexystusm heilsidious because either way that makes you a bitch,1,0.8774616
yeathtsmybitch trash,1,0.8774932
yelafox saharbabyy because hoes disguise themselves as real women,1,0.8622774
oh this bitch mid must be crazy,1,0.88153875
well damn it jackthejokster when a side he claims you as her boyfriend,1,0.8812219
can all females let this sink in for min moment of silence to get all birches thinking right,1,0.8545227
it dome this vodka be having all the hoes bent over,1,0.8545071
it planetpob real men eat pussy,1,0.8820219
i been in atlanta  mind nd got  bad hoes numbers,1,0.8951193
i been hugging these hoes since preschool,1,0.89990366
i been with the same stud for a yearthat bitch her attitude nasty,1,0.9068343
i bent to bitch over that why you mad these nights broke that why i laugh,1,0.8730742
i bet he red go crazy on bitch jack slab,1,0.91969234
i bet if we took a twitter census it be at least  basic ass birches,1,0.8672703
you are a great man who can keep you safe,0,0.9161564
i want to keep going,0,0.91686374
ill grow up to be like you intra allah,0,0.88439417
the muslin are the ones who are the most powerful in the world,0,0.8699484
i do,0,0.93591845
ashraful is the last of the said,0,0.88210726
ordinary people dont get bread and they have to raise their salaries with so much money,0,0.86068285
because of them bangladesh is in this situation,0,0.90157664
such a trash episode of the walking dead tonight,0,0.88596547
surprise surprise tea rashes brandon days border patrol sources,0,0.84568965
swap meet bound beaver,0,0.8837841
sweet baby birds you crack me up  houston foodlovers,0,0.9022225
shaylovesya bitch u lame as fur ll,1,0.9213315
shenellyb ll u know dem project birches be having dem light brown reaches we call dem water bags,1,0.86538136
shesleslee you sure    and may hussy,1,0.88077945
"shittergape optimisticdoom 
keyhole di doedat is funny if its da girl",1,0.87963545
shmalec had reeds a far he a th kind guy,1,0.8776625
shmalec a far,1,0.9052602
shotmoistboyce you be fucking with to many hoes,1,0.89730895
sicilianinheels villa ll that basically like the you got too many hoes curve,1,0.8791028
the son of a bitch is making all this noise,1,0.879134
this time i can t write direct spelling for diary halls educated characters but i want to be a youtuber,0,0.8570997
our prime minister should send him to israel to kill him in the passive,1,0.8632396
you are a bitch and you are a bitch and you are a child of indian,1,0.9100299
the first day of school is the day,0,0.91489446
i like the video of the kiss who are like threenumber kiss,0,0.8860634
who brings these alders who bring those who bring them,0,0.8750448
in not going to go back,0,0.9292369
man i swear today like nation hit tony while he driving day this chink almost smashed into me,1,0.8541752
man i thought that heir was to old bitch when you first went to the fed i was that night she would smoke with,1,0.8628826
man i wish this bitch would just soft,1,0.8682453
man in tired of dealing with these hoes but my dick not,1,0.8920644
man in trying to take my intoxication to charlie sheen levels today and in going to do just that,1,0.86657846
man birches love beyonceno punch line,1,0.8877389
man due next to me got  of the worst looking hoes i ever seen but hey it is,1,0.87002784
man fuck these bitch ass nights how all down,1,0.87428504
man heartburn is a bitch,1,0.9370209
thing that made me feel old today torn amos is,0,0.8792141
thinking about the boom boom boom way ho video makes me laugh at least once a day,0,0.8810132
thinking bout those mystery at the later bait tho,0,0.8762368
this charlie murder game is pretty done able,0,0.88087237
this isn urica charlie brown rejectedpeanutsspecials,0,0.8851875
this being sick is for the birds,0,0.89592487
nyjusdntgaf what up nigger,1,0.84535426
omillz smooth ink who gave that bitch my name,1,0.89197224
omillz this bitch not telling me,1,0.9012639
omillz white bitch,1,0.92753905
oddbeast bitch get to duck ass off my shit,1,0.89219886
harm moetzart duckydynamo look at this nigger ass nigger shit right here,1,0.8529558
