sentence,labels
tripleczg offsetyrn may take off thou quand can do shit but make hooks offset da only  solid but i no sicca been telling him dat,1
tripping tutuila  that he is like,1
tripping bitch you can sweet but not answer,1
trippyspiffy ayyyyyyeeeeee my night back in the bitch,1
trippyspiffy mine hit the rec i know cell marcus and tax gone try to hit that he,1
tristengqass couldn help it man nights hussy for robbing a thick and shooting her,1
tristengqass the way he rays about fucking my bitch amp bankers about having more money than me is so entertaining its crazy king,1
tristine i swear des hoes just making up challenges now,1
tristine i tried one of them pot pomegranate juices n i swear it tasted like favored pissdont ask ll,1
troyaikman shut to he ass up,1
the city of agarwall,0
the words of said proved the match won against india why are you losing bangladesh,0
those who have slapped please get off the line there are still many people standing in the line give everyone a chance to slaughter,0
now all the players should stand beside said that and throw the game,0
cricket lover even knows the idea of fixing this match many days ago and that was what papa told him,0
imrool doesn want to be in the regular team,0
it is the governments policy to keep it open you are a sinner,0
women and those who are greedy for money they will be destroyed like nasi saber they are not in the game now they were not honest with cricket so their consequences are sad many do not get the opportunity and many get lost,0
nasi is a leiter,0
ill see if any of your news channels are down,0
i dont know if this is a standard or not but if there are any standards someone will tell me,1
a little pig,1
hindu worship idol so they are a godmother sorry i am free so i am free to practice,1
your so big that you can pass a puppy alive without a pillar of the bridge,1
in not going to be able to do this,0
i hug the face of the jaffraqibal,1
lightly in bed the crowd of civil society,1
you are a dog you are a bastard you are a julie you are an indian,1
here is a little pig full of pigs who want to eat a whole life,1
i haven seen a bunch of you,1
you are so magical,1
you should get your ass kicked in the shoes when the chinese army comes in you think your so smart,1
in donna have sex with you,1
you got me fucking pigs,1
there the ones where going to get the best out of me,1
this mother child should be judged,1
this is a story i need to tell you again and again,0
its a magic,0
your not a grown man,1
first of all i want to know what your big purpose is what do you mean,1
jaymohr yeahbut your the one who wanted followersyou gutta work it bitch,1
jayswaggkillah is a far,1
jayswaggkillah is a far,1
jazminesmazmine dukes agent even human th like what empowered them to dress like a man but like birches some alien shit,1
jazminesmazmine if birches trying step to us,1
jballinbutts sameeee bitch asks ll,1
jcharles twelve all trying fuck my bitch after the game or ah,1
jdickerson scottpelley bobschieffer all racism to trash w norahodonnell all hate to see this particular man in wh n not the butler,1
jdimenstein jagexlyon yeah if you get in trouble its less than a  percent chance that its a mistake so your a fucking retard,1
jeffjam toddgunter cgoodwoman they do why else do teachers constantly bitch about pay,1
he run his mouth just like a bitch i had to cut em off,1
he said bitch boy,1
he said get up bitch that not pg frohorsemen,1
he said soul patch bitch  lmaoooo,1
he said that bitch look like a praying months the cut,1
he said we on be paying a bitch rent in not even trying buy her an extra sweet and sour sauce at macdonald,1
he sound like a bitch,1
he trash in concert anyway it akelvoneal due all fraud as hell if all go to come concert and you dont few his music,1
he was talking about in on one ll how was that even possible when i was on a cruise ship with no phone service negro,1
he went and got that bitch,1
video charlie baker makes final push for votes,0
video charlie baker remembers tom meaning,0
video on the record charlie baker,0
video shy grizzly  i cant trustmyself,0
view from the hetty aunt bad rio,0
vantage gold and diamond engagement ring  ask yellow gold unique ring size  by vintagebaublesnbits  via easy,0
villa auntieyou can call white trash women white trash like this during primitive htgawm,0
virtually zero protection for lgbtq persons in alabama not a lot of acceptance either think about queer alabama kiss today,0
walk off he yankees,0
watchobamas newly released git jihadi has links to terrorist in syria,0
troops bought snugly hideous fully boots because its cold as balls all of a sudden,0
why on rates birds,0
why macdonald breakfast good but the lunch trash,0
why are people saying dont let guns treat you like a yellow starburst that my favorite,0
why can i have colored eyes like my shillings,0
why do keeps gutta be mad hetty nowadays s pull up your parts,0
why do visiting tears whine about right field as if it is longer for their matters yankees yankeestadium,0
why does msnbc have a news show that is  opinion amp right wing talking points joe the nation is with pro not u teabaggers morningjoe,0
why is all these artist and new ones making so much trash,0
why is my mother bothering me about the trash its my day off leave me alone and stop lagging,0
bc i got too many birches,1
be a dog to these birches it be a king to a queen,1
be a girl with a mind a bitch with an attitude and a lady with class,1
be mean or rude to my little sister again and ill kick your ass it applies to all of you little sooty birches k thanks,1
be my backbone every sicca need a spine,1
be tripping when i call you he but bitch you know i talk like dat  future voice,1
bears game today birches not to mention lean and bud before the train ride ll  noonday,1
beat the hussy down like my genesis,1
beat the hussy in so well her shit still hurting from a week ago,1
beat a bitch hussy up every time i see her like a bully  then send her gutta town wit  colonies,1
michigannews an coaches dont put them in positions to be successful the offensive struggles can all be put on gardener program is trash,0
michigannews now that great language coming from a he coach you sure are a role model your trash just like your account,0
